product_id,product_name,product_price
55,Grouper - Fresh,69.0
56,Vinegar - White Wine,32.48
57,Noodles - Steamed Chow Mein,96.58
58,Iced Tea Concentrate,79.94
59,Tomatoes - Orange,70.8
60,Cabbage - Nappa,27.19
61,Appetizer - Lobster Phyllo Roll,22.53
62,Parsley - Dried,58.71
63,Pimento - Canned,85.01
64,Pepper - Red Thai,21.25
65,"Juice - Tomato, 48 Oz",5.09
66,Venison - Ground,72.05
67,Cream Of Tartar,8.73
68,Icecream - Dstk Strw Chseck,7.49
69,Beer - Blue Light,64.36
70,Muffin - Banana Nut Individual,77.5
71,Mangostein,51.53
72,Spinach - Frozen,34.64
73,"Red Snapper - Fresh, Whole",78.34
74,Sauerkraut,61.52
75,Lid Tray - 12in Dome,94.59
76,"Bread - Rolls, Corn",32.54
77,Cape Capensis - Fillet,37.81
78,Baking Soda,50.6
79,"Carrots - Mini, Stem On",3.38
80,Wine - Touraine Azay - Le - Rideau,18.59
81,Ice Cream Bar - Hageen Daz To,90.17
82,Sugar - Cubes,54.17
83,Corn Shoots,58.63
84,Soup - Campbells,18.41
85,"Nut - Almond, Blanched, Whole",33.2
86,Wooden Mop Handle,46.14
87,Sausage - Breakfast,89.15
88,Plastic Arrow Stir Stick,46.95
89,Capers - Ox Eye Daisy,1.98
90,"Salmon - Atlantic, No Skin",71.71
91,Seabream Whole Farmed,12.74
92,Oil - Cooking Spray,70.78
93,Crackers Cheez It,74.29
94,Salt - Seasoned,49.28
95,Juice - Orange,90.9
96,Wine - Maipo Valle Cabernet,2.99
97,Bagel - Sesame Seed Presliced,85.9
98,Tea - English Breakfast,9.3
99,Aspic - Clear,34.86
100,Longos - Grilled Salmon With Bbq,86.16
101,Wasabi Paste,74.85
102,"Juice - Orange, 341 Ml",83.05
103,Shallots,56.16
104,Venison - Racks Frenched,3.58
105,"Soup - Canadian Pea, Dry Mix",63.0
106,Cheese - Parmesan Grated,57.15
107,Jerusalem Artichoke,11.86
108,"Lemonade - Kiwi, 591 Ml",24.67
109,"Pork - Back, Short Cut, Boneless",79.18
110,"Capon - Breast, Wing On",65.92
111,Pastry - Chocolate Chip Muffin,57.58
112,Appetizer - Smoked Salmon / Dill,22.84
113,Wine - Malbec Trapiche Reserve,90.89
114,"Ham - Smoked, Bone - In",18.42
115,Chinese Foods - Plain Fried Rice,16.27
116,Uniform Linen Charge,59.89
117,Chips - Doritos,5.49
118,Buffalo - Tenderloin,48.94
119,"Mushroom - Enoki, Fresh",27.97
120,Towel Dispenser,50.07
121,Sandwich Wrap,97.62
122,"Sauce - Black Current, Dry Mix",62.38
123,Squid U5 - Thailand,30.64
124,"Pasta - Shells, Medium, Dry",9.42
125,"Mushroom - Shitake, Dry",25.87
126,Chocolate - Compound Coating,82.35
127,"Pork - Loin, Boneless",67.69
128,Energy Drink - Franks Pineapple,50.33
129,Cheese - Sheep Milk,83.54
130,Gherkin,33.84
131,Soup - Boston Clam Chowder,57.25
132,Fuji Apples,18.46
133,"Spoon - Soup, Plastic",4.71
134,Pineapple - Golden,35.08
135,Bar Special K,69.61
136,"Squash - Pattypan, Yellow",82.43
137,Pork Salted Bellies,24.54
138,Coffee - Cafe Moreno,92.51
139,Heavy Duty Dust Pan,37.28
140,Appetizer - Chicken Satay,38.48
141,"Beans - Black Bean, Canned",11.17
142,Figs,10.01
143,Squid Ink,91.31
144,Lamb Tenderloin Nz Fr,29.88
145,Lettuce - Boston Bib,56.55
146,Fond - Chocolate,23.89
147,Frangelico,73.81
148,Chicken - Tenderloin,43.44
149,Cornstarch,74.99
150,Tuna - Yellowfin,25.98
151,"Wine - Red, Mouton Cadet",29.58
152,"Stock - Veal, Brown",42.35
153,Bagel - Sesame Seed Presliced,63.57
154,Blue Curacao - Marie Brizard,53.14
155,"Turkey - Breast, Bone - In",7.81
156,Crab - Soft Shell,15.36
157,"Nestea - Ice Tea, Diet",78.27
158,"Cheese - Romano, Grated",56.43
159,Wine - Manischewitz Concord,73.62
160,Radish,16.05
161,Longos - Cheese Tortellini,23.22
162,Sugar - Fine,63.52
163,Table Cloth 54x54 White,15.46
164,Sugar - Cubes,76.85
165,Liqueur - Melon,74.04
166,Long Island Ice Tea,18.55
167,Bacardi Limon,67.58
168,White Baguette,71.19
169,Basil - Thai,45.48
170,Green Tea Refresher,6.83
171,Plasticknivesblack,64.19
172,Pepper - Scotch Bonnet,7.97
173,Beef - Short Loin,59.74
174,Wine - Touraine Azay - Le - Rideau,57.04
175,Milk - 1%,97.39
176,Thermometer Digital,37.31
177,Hot Choc Vending,2.24
178,"Cherries - Bing, Canned",18.27
179,"Wine - Cahors Ac 2000, Clos",13.81
180,Cookies - Englishbay Wht,98.86
181,Steel Wool S.o.s,81.77
182,Mayonnaise,47.31
183,Wine - Segura Viudas Aria Brut,25.04
184,Dc - Frozen Momji,9.79
185,"Mushroom - Enoki, Fresh",89.14
186,Pork - Kidney,89.66
187,Pomello,60.08
188,Lettuce - Arugula,66.21
189,Compound - Orange,32.33
190,Pastry - Choclate Baked,10.59
191,"Wine - Bourgogne 2002, La",61.94
192,Oil - Canola,52.15
193,Rice - Basmati,33.63
194,Cocktail Napkin Blue,79.66
195,"Sauce - Apple, Unsweetened",33.36
196,Ostrich - Fan Fillet,66.71
197,Juice - Happy Planet,15.24
198,"Seedlings - Buckwheat, Organic",22.44
199,Veal - Loin,99.63
200,Island Oasis - Banana Daiquiri,52.78
201,Mushrooms - Honey,47.09
202,Beer - Guiness,36.37
203,Peppercorns - Pink,50.43
204,Veal - Nuckle,84.03
205,Tomatoes - Roma,10.67
206,Langers - Ruby Red Grapfruit,51.65
207,Apple - Royal Gala,32.15
208,"Yogurt - Raspberry, 175 Gr",88.99
209,Rolled Oats,61.24
210,Pastry - Baked Cinnamon Stick,32.13
211,Pork - Hock And Feet Attached,87.88
212,Quiche Assorted,73.53
213,Cilantro / Coriander - Fresh,21.94
214,"Wine - White, Pelee Island",15.48
215,Bread Crumbs - Japanese Style,20.03
216,Grenadillo,28.83
217,Sauce - Vodka Blush,5.84
218,Steamers White,4.46
219,Steamers White,55.77
220,Creme De Menthe Green,30.39
221,Cloves - Whole,10.48
222,"Wine - Red, Colio Cabernet",73.99
223,Appetizer - Shrimp Puff,40.26
224,Table Cloth 62x114 White,56.23
225,Pie Box - Cello Window 2.5,27.18
226,Oats Large Flake,26.01
227,Spice - Onion Powder Granulated,92.12
228,Sambuca - Opal Nera,61.47
229,Oil - Cooking Spray,49.34
230,Oven Mitts 17 Inch,81.49
231,Curry Paste - Green Masala,97.0
232,Heavy Duty Dust Pan,86.32
233,Muffin Puck Ww Carrot,63.15
234,Blueberries - Frozen,95.28
235,Flower - Potmums,21.68
236,Food Colouring - Red,93.27
237,Bread - Corn Muffaletta,73.9
238,Lidsoupcont Rp12dn,71.24
239,Wine - Casablanca Valley,48.39
240,Ecolab - Hobart Upr Prewash Arm,15.83
241,Kippers - Smoked,7.46
242,Pork Ham Prager,52.79
243,Cranberries - Dry,93.66
244,Muffin Hinge - 211n,80.2
245,Buffalo - Short Rib Fresh,50.39
246,Higashimaru Usukuchi Soy,33.02
247,Pan Grease,48.12
248,Cheese - Pont Couvert,72.38
249,Wine - Malbec Trapiche Reserve,90.81
250,Foil Cont Round,26.62
251,Guava,85.46
252,Breakfast Quesadillas,21.69
253,"Club Soda - Schweppes, 355 Ml",91.53
254,Chinese Foods - Thick Noodles,19.39
255,Flour - All Purpose,70.25
256,Bread - Corn Muffaleta Onion,68.22
257,Mace,29.88
258,Pork Ham Prager,46.66
259,Onion Powder,38.53
260,Beef - Salted,25.88
261,Cabbage - Red,64.74
262,"Ice - Clear, 300 Lb For Carving",9.23
263,Flour - Cake,30.15
264,Pastry - Banana Muffin - Mini,15.89
265,Fudge - Chocolate Fudge,21.25
266,Soap - Pine Sol Floor Cleaner,74.7
267,"Plate - Foam, Bread And Butter",48.29
268,Ham - Cooked Italian,50.23
269,"Vermouth - White, Cinzano",39.35
270,Appetizer - Assorted Box,88.79
271,Lychee - Canned,15.73
272,Sauce - Hp,49.34
273,Compound - Pear,39.9
274,"Pesto - Primerba, Paste",69.33
275,Lemon Balm - Fresh,22.58
276,Nescafe - Frothy French Vanilla,38.54
277,Vodka - Smirnoff,72.07
278,Sambuca Cream,30.44
279,Silicone Paper 16.5x24,38.17
280,Nestea - Iced Tea,51.38
281,Shrimp - Tiger 21/25,90.99
282,Tomatillo,89.4
283,Soup - Campbells Chili Veg,47.87
284,"Bread - Pita, Mini",92.85
285,Bar Mix - Lemon,43.24
286,Sour Puss Sour Apple,69.63
287,Vinegar - Cider,16.91
288,"Crab - Blue, Frozen",72.99
289,Cookies Oatmeal Raisin,31.52
290,Wine - Merlot Vina Carmen,14.62
291,Glaze - Clear,15.23
292,"Wine - Bourgogne 2002, La",71.89
293,Lettuce - Iceberg,8.51
294,Wine - Chablis J Moreau Et Fils,64.59
295,Sour Puss Sour Apple,81.92
296,Garbage Bag - Clear,99.36
297,Wine - Cava Aria Estate Brut,28.68
298,"Tart Shells - Savory, 2",25.95
299,Petite Baguette,81.99
300,Bread - Triangle White,63.59
301,Eel Fresh,6.7
302,Cheese - Oka,91.28
303,Wine - Conde De Valdemar,95.97
304,Creamers - 10%,38.42
305,Bandage - Flexible Neon,12.95
306,"Syrup - Golden, Lyles",17.79
307,Chicken Breast Halal,43.17
308,Bread - Corn Muffaleta Onion,46.58
309,"Wine - Red, Pinot Noir, Chateau",12.9
310,Cup - Paper 10oz 92959,16.12
311,"Soup - Knorr, Chicken Gumbo",4.24
312,"Wine - Bourgogne 2002, La",90.25
313,Sobe - Green Tea,3.2
314,Sage - Fresh,35.19
315,"Juice - Grapefruit, 341 Ml",66.19
316,Wine - Zinfandel California 2002,10.45
317,Cheese - Perron Cheddar,78.02
318,Sprouts - China Rose,97.09
319,Mangoes,42.93
320,Appetizer - Sausage Rolls,85.89
321,Port - 74 Brights,63.26
322,Hersey Shakes,22.61
323,Red Currant Jelly,34.7
324,Veal - Ground,22.03
325,Yogurt - French Vanilla,34.66
326,"Pasta - Cappellini, Dry",58.05
327,"Yogurt - Strawberry, 175 Gr",27.03
328,Garlic - Elephant,94.7
329,Tia Maria,81.99
330,Cups 10oz Trans,8.9
331,Nectarines,63.92
332,Cream - 18%,39.05
333,Raisin - Dark,73.1
334,Sour Cream,4.63
335,Spaghetti Squash,31.43
336,Sambuca - Ramazzotti,18.17
337,Buttons,59.43
338,Ice Cream - Vanilla,26.21
339,Wine - Rosso Del Veronese Igt,41.51
340,Canadian Emmenthal,84.97
341,Bread - Mini Hamburger Bun,27.83
342,Pasta - Canelloni,81.9
343,Ice Cream - Super Sandwich,59.16
344,"Water - Spring Water, 355 Ml",11.17
345,V8 Splash Strawberry Banana,1.25
346,Trueblue - Blueberry Cranberry,98.75
347,Squash - Guords,14.39
348,Soup - Campbells Beef Stew,8.94
349,Bread - Olive,28.79
350,"Syrup - Monin, Amaretta",20.61
351,Milk - Condensed,2.97
352,"Sauce - Apple, Unsweetened",87.74
353,Savory,30.52
354,Browning Caramel Glace,57.81
355,"Club Soda - Schweppes, 355 Ml",11.15
356,Squid - Tubes / Tenticles 10/20,41.89
357,Croissants Thaw And Serve,62.67
358,Thermometer Digital,7.95
359,Pickles - Gherkins,17.73
360,Dc - Frozen Momji,48.89
361,Hinge W Undercut,96.2
362,Gatorade - Lemon Lime,30.08
363,Chicken - Whole Fryers,32.89
364,Juice - Ocean Spray Cranberry,13.11
365,Wine - Segura Viudas Aria Brut,60.55
366,Steam Pan Full Lid,64.45
367,"Bread - Roll, Whole Wheat",98.06
368,Cheese - Sheep Milk,61.72
369,Clam Nectar,63.53
370,Basil - Fresh,38.39
371,Petit Baguette,36.69
372,Parsnip,81.11
373,Rice - 7 Grain Blend,98.16
374,Calvados - Boulard,85.17
375,Cactus Pads,57.55
376,Hot Choc Vending,53.14
377,Cheese - Provolone,39.03
378,"Beans - Long, Chinese",39.09
379,Creme De Menthe Green,1.21
380,"Tortillas - Flour, 8",87.2
381,Nut - Macadamia,28.72
382,Sugar - Brown,33.89
383,"Juice - V8, Tomato",85.36
384,Pop Shoppe Cream Soda,56.64
385,Sherbet - Raspberry,32.6
386,Pants Custom Dry Clean,7.62
387,Apple - Custard,13.95
388,Sour Puss Sour Apple,15.57
389,Cookies Cereal Nut,2.78
390,Spinach - Spinach Leaf,92.0
391,Tamarind Paste,48.17
392,Vinegar - Rice,49.65
393,Sandwich Wrap,53.44
394,Flower - Commercial Bronze,51.74
395,"Seedlings - Buckwheat, Organic",55.62
396,Canada Dry,12.99
397,"Olives - Green, Pitted",98.44
398,Bread - Raisin Walnut Oval,69.59
399,"Soup - Campbells, Creamy",2.12
400,"Shrimp - Baby, Cold Water",31.84
401,"Wine - Cahors Ac 2000, Clos",54.48
402,Salt And Pepper Mix - White,83.19
403,Teriyaki Sauce,3.89
404,Steampan - Half Size Shallow,32.82
405,Squash - Sunburst,22.49
406,Coffee Beans - Chocolate,14.08
407,Plaintain,72.96
408,Pastry - French Mini Assorted,56.82
409,"Wine - White, Cooking",18.52
410,Monkfish Fresh - Skin Off,21.75
411,Shrimp - Black Tiger 13/15,26.11
412,"Napkin - Beverge, White 2 - Ply",8.83
413,Cheese - Mozzarella,91.73
414,"Soup - Campbells, Lentil",91.14
415,Potato - Sweet,75.34
416,Wine - Chateau Timberlay,49.32
417,"Juice - Tomato, 10 Oz",7.35
418,Trout Rainbow Whole,97.78
419,French Pastries,34.82
420,Extract - Raspberry,94.72
421,Broccoli - Fresh,26.85
422,Cookie Dough - Double,75.82
423,Vodka - Smirnoff,80.65
424,Pastry - Apple Large,93.16
425,Slt - Individual Portions,70.72
426,Versatainer Nc - 8288,74.84
427,"Nut - Hazelnut, Ground, Natural",58.33
428,Bread Bowl Plain,83.84
429,"Chicken - Thigh, Bone In",94.41
430,"Soup - Campbells, Beef Barley",54.05
431,Gelatine Leaves - Envelopes,64.18
432,Lime Cordial - Roses,88.57
433,Puff Pastry - Slab,63.01
434,Chocolate - Chips Compound,57.48
435,Garbage Bags - Black,13.38
436,Wine - Puligny Montrachet A.,55.54
437,Tomatoes - Grape,69.77
438,Chocolate - Sugar Free Semi Choc,82.36
439,Beef - Rib Eye Aaa,56.5
440,Parsnip,38.69
441,Veal - Heart,75.56
442,Milk - Chocolate 250 Ml,79.62
443,Tomatoes - Hot House,12.23
444,Water - Tonic,33.6
445,Goat - Leg,1.46
446,"Pork - Bacon, Double Smoked",87.68
447,Cheese - Goat With Herbs,19.32
448,"Seedlings - Buckwheat, Organic",50.93
449,Vinegar - White Wine,72.52
450,"Cheese - Brie, Triple Creme",93.7
451,Cheese - Swiss,58.01
452,Muffin Mix - Raisin Bran,95.19
453,Cheese - Parmesan Cubes,11.74
454,"Syrup - Golden, Lyles",67.86
455,Corn - On The Cob,15.37
456,Berry Brulee,34.06
457,Kiwi,11.15
458,"Ham - Smoked, Bone - In",28.26
459,Beer - Creemore,16.16
460,Miso - Soy Bean Paste,32.35
461,Lettuce - Curly Endive,88.69
462,Squeeze Bottle,53.92
463,Pur Value,80.94
464,Wine - Beaujolais Villages,20.46
465,"Soup - Knorr, Veg / Beef",65.79
466,Mushrooms - Honey,31.79
467,"Veal - Brisket, Provimi, Bone - In",34.01
468,Water - Spring 1.5lit,65.11
469,Pork - Inside,91.76
470,Wine - Baron De Rothschild,50.49
471,Kumquat,85.22
472,Pie Shell - 5,53.07
473,"Nut - Walnut, Chopped",6.62
474,Soup - French Onion,93.21
475,Rice - 7 Grain Blend,90.58
476,Chinese Foods - Plain Fried Rice,32.61
477,"Ecolab - Orange Frc, Cleaner",51.38
478,"Soup - Campbells, Spinach Crm",73.4
479,"Roe - Lump Fish, Red",78.46
480,Beef - Flank Steak,3.44
481,"Beans - Long, Chinese",71.83
482,Sponge Cake Mix - Vanilla,34.93
483,Beer - Upper Canada Light,99.14
484,Foil Cont Round,15.45
485,Appetizer - Mushroom Tart,75.93
486,Beef - Prime Rib Aaa,50.06
487,Veal - Provimi Inside,80.91
488,"Pasta - Lasagne, Fresh",56.5
489,Cream - 35%,87.89
490,Sambuca - Ramazzotti,15.82
491,Rhubarb,5.71
492,Lettuce - Sea / Sea Asparagus,72.18
493,Juice - Lime,45.69
494,"Beef - Baby, Liver",82.97
495,Liquid Aminios Acid - Braggs,34.36
496,Cheese - Cream Cheese,57.25
497,Lobster - Base,17.02
498,Crackers - Water,96.08
499,"Veal - Inside, Choice",47.18
500,Sea Bass - Fillets,95.55
501,Oil - Shortening - All - Purpose,51.11
502,Bread Crumbs - Japanese Style,36.79
503,Cake - Box Window 10x10x2.5,25.24
504,Fenngreek Seed,66.96
505,Ecolab - Mikroklene 4/4 L,6.69
506,Wine - Carmenere Casillero Del,76.12
507,Chocolate - Milk,83.11
508,Apple - Custard,17.24
509,Wine - Lamancha Do Crianza,92.69
510,Coffee Swiss Choc Almond,32.39
511,"Lamb - Leg, Boneless",28.01
512,Appetizer - Veg Assortment,48.5
513,Apple - Granny Smith,50.84
514,Pepsi - 600ml,13.14
515,Dr. Pepper - 355ml,86.14
516,Soup Campbells Turkey Veg.,57.65
517,Squid - U 5,26.06
518,"Cheese - Cheddar, Old White",62.73
519,"Yogurt - Raspberry, 175 Gr",68.16
520,Sole - Iqf,85.1
521,Scallops - 20/30,94.01
522,Chocolate - White,74.15
523,Soy Protein,53.47
524,"Lamb - Whole, Fresh",72.0
525,Cup - 8oz Coffee Perforated,15.74
526,Veal - Kidney,66.85
527,Cookie - Oreo 100x2,19.65
528,Thyme - Fresh,88.14
529,Sugar - Palm,7.66
530,"Beans - Fava, Canned",81.63
531,Fork - Plastic,49.86
532,Onions - White,76.21
533,Tea - Green,66.26
534,"Pesto - Primerba, Paste",3.3
535,Wine - Pinot Noir Stoneleigh,65.24
536,"Mushroom - Shitake, Fresh",78.73
537,Lettuce - Treviso,44.36
538,Basil - Fresh,11.87
539,Foam Dinner Plate,32.18
540,"Beans - Kidney, Red Dry",64.38
541,Sauce Tomato Pouch,71.17
542,Lettuce - Sea / Sea Asparagus,4.37
543,Bread - Triangle White,96.17
544,Papadam,84.12
545,V8 - Berry Blend,99.5
546,Scrubbie - Scotchbrite Hand Pad,84.94
547,Bandage - Fexible 1x3,25.32
548,Nutmeg - Ground,99.89
549,Puff Pastry - Sheets,94.78
550,Worcestershire Sauce,92.57
551,Cheese - Shred Cheddar / Mozza,41.39
552,"Wine - White, Cooking",66.5
553,Chocolate Liqueur - Godet White,7.34
554,Piping - Bags Quizna,69.47
555,Ecolab Silver Fusion,90.26
556,"Wine - Red, Metus Rose",24.57
557,Snapple Lemon Tea,83.45
558,"Mustard - Dry, Powder",57.64
559,"Red Snapper - Fresh, Whole",55.77
560,Salmon Atl.whole 8 - 10 Lb,97.21
561,Flower - Commercial Spider,52.15
562,Rice - Brown,50.14
563,Syrup - Pancake,32.75
564,Gherkin - Sour,8.33
565,Butcher Twine 4r,49.3
566,Duck - Breast,6.11
567,Cattail Hearts,85.63
568,Puree - Kiwi,20.34
569,"Coconut - Shredded, Unsweet",6.55
570,"Soup - Knorr, Chicken Gumbo",42.43
571,Beer - Upper Canada Lager,3.79
572,Salt - Kosher,5.89
573,"Bread - Roll, Canadian Dinner",11.54
574,Duck - Breast,67.63
575,Cake - Cake Sheet Macaroon,56.08
576,"Red Snapper - Fresh, Whole",46.46
577,Wine - Carmenere Casillero Del,20.88
578,"Wine - White, Riesling, Henry Of",9.52
579,Garbage Bags - Black,30.77
580,Bread - Burger,23.14
581,Juice - Happy Planet,75.65
582,Sugar - Invert,18.37
583,"Red Snapper - Fillet, Skin On",95.97
584,Sugar - Brown,6.85
585,Cheese - Mozzarella,66.51
586,Wine - Puligny Montrachet A.,35.27
587,Beer - Creemore,22.82
588,Avocado,4.73
589,"Seedlings - Mix, Organic",64.61
590,Cheese - Goat With Herbs,50.08
591,Ginsing - Fresh,12.58
592,Lettuce - California Mix,78.92
593,Tea - Herbal - 6 Asst,8.94
594,Container Clear 8 Oz,20.85
595,Graham Cracker Mix,53.75
596,Chocolate - Semi Sweet,25.06
597,Oil - Coconut,95.28
598,Wine - Alsace Gewurztraminer,95.73
599,Coffee Cup 12oz 5342cd,2.69
600,V8 - Berry Blend,90.24
601,Ecolab - Power Fusion,36.45
602,Asparagus - Mexican,51.82
603,Bread - Olive Dinner Roll,25.01
604,Energy - Boo - Koo,80.73
605,Butter - Pod,78.67
606,Creme De Menth - White,20.52
607,Wine - George Duboeuf Rose,4.24
608,"Beef - Rouladin, Sliced",37.45
609,Wine - Puligny Montrachet A.,35.43
610,Carbonated Water - White Grape,8.87
611,Cardamon Ground,45.56
612,"Wine - Magnotta, White",13.55
613,"Lentils - Green, Dry",25.29
614,Tomato Paste,49.23
615,Carbonated Water - Peach,12.14
616,Pastry - Cherry Danish - Mini,25.65
617,Huck Towels White,39.75
618,Pork - Bones,30.53
619,Lid Tray - 16in Dome,14.51
620,Cake - Pancake,84.74
621,Cassis,57.63
622,Puree - Raspberry,35.2
623,Tuna - Bluefin,81.71
624,"Salmon - Atlantic, Fresh, Whole",81.66
625,Persimmons,16.73
626,Soup - Campbells Chili Veg,14.56
627,Muffin Batt - Blueberry Passion,73.82
628,General Purpose Trigger,58.72
629,Garbage Bags - Black,91.71
630,Cookie Choc,27.48
631,Pepper - Green Thai,35.92
632,Heavy Duty Dust Pan,26.11
633,Tamarind Paste,44.17
634,Snapple - Mango Maddness,9.61
635,Seabream Whole Farmed,61.77
636,Bread Base - Italian,35.61
637,Eel Fresh,40.45
638,Wine - Barbera Alba Doc 2001,67.96
639,Cauliflower,91.06
640,Magnotta - Bel Paese White,59.32
641,Pumpkin,42.7
642,Cheese - Camembert,77.74
643,Soup Campbells - Tomato Bisque,47.49
644,"Pepper - Paprika, Hungarian",43.54
645,Tart - Raisin And Pecan,60.57
646,Tomatoes - Yellow Hot House,68.54
647,Broom And Broom Rack White,20.1
648,Tea - Herbal - 6 Asst,73.57
649,Bread - Italian Sesame Poly,67.57
650,Sauce - Ranch Dressing,52.51
651,Cinnamon Rolls,1.61
652,Jagermeister,20.8
653,Wine - Placido Pinot Grigo,42.83
654,Cheese - Parmesan Cubes,81.74
655,Soup Campbells - Italian Wedding,39.62
656,Wine - Vidal Icewine Magnotta,58.78
657,Chocolate - Compound Coating,69.32
658,Container - Clear 32 Oz,5.51
659,Bread Base - Italian,1.9
660,Wine - Cava Aria Estate Brut,70.8
661,Sugar - Individual Portions,72.41
662,Wine - Toasted Head,64.37
663,"Carrots - Purple, Organic",72.82
664,Muffin Mix - Oatmeal,72.21
665,Gooseberry,76.43
666,"Pork - Loin, Center Cut",94.59
667,Strawberries,46.68
668,Shrimp - Black Tiger 26/30,51.09
669,Cake - Mini Potato Pancake,13.89
670,Lemonade - Pineapple Passion,46.29
671,Lettuce - Sea / Sea Asparagus,75.96
672,"Seedlings - Mix, Organic",31.75
673,Oneshot Automatic Soap System,29.31
674,Wine - Pinot Noir Pond Haddock,41.92
675,"Veal - Brisket, Provimi,bnls",84.62
676,Mushroom - Chanterelle Frozen,9.51
677,Clam - Cherrystone,82.52
678,Foam Cup 6 Oz,13.83
679,Cup - Paper 10oz 92959,76.13
680,Spring Roll Veg Mini,77.15
681,Flour - Cake,54.4
682,Lady Fingers,8.3
683,Rice - Jasmine Sented,48.88
684,Teriyaki Sauce,55.95
685,Appetizer - Cheese Bites,9.68
686,Bagelers,80.32
687,Apple - Northern Spy,98.64
688,"Apple - Delicious, Golden",67.61
689,Ice Cream Bar - Drumstick,51.34
690,Guinea Fowl,20.8
691,Carbonated Water - Lemon Lime,25.09
692,Towel - Roll White,72.96
693,Salt - Seasoned,30.22
694,"Trout - Rainbow, Frozen",13.9
695,Canadian Emmenthal,48.65
696,Cup - 4oz Translucent,13.56
697,Coffee Guatemala Dark,77.13
698,Wine - Remy Pannier Rose,53.46
699,"Vinegar - Balsamic, White",66.38
700,Wine - Barossa Valley Estate,44.58
701,Bread - Flat Bread,83.59
702,Truffle Shells - White Chocolate,47.7
703,Cheese - Perron Cheddar,70.47
704,"Beef - Rib Roast, Capless",54.85
705,Appetizer - Shrimp Puff,47.54
706,Muffin - Mix - Strawberry Rhubarb,3.69
707,"Pasta - Tortellini, Fresh",32.72
708,Beans - Fine,67.86
709,Figs,61.42
710,Bar Bran Honey Nut,35.41
711,Beef - Ground Lean Fresh,59.4
712,Yeast Dry - Fermipan,81.6
713,Scallops 60/80 Iqf,58.52
714,Tea - Decaf Lipton,85.68
715,Red Pepper Paste,74.04
716,Pie Filling - Cherry,30.67
717,Nantuket Peach Orange,59.12
718,Potato - Sweet,37.11
719,Creme De Cacao White,66.83
720,Crab - Imitation Flakes,54.79
721,Ecolab - Mikroklene 4/4 L,93.55
722,Sauce - Roasted Red Pepper,34.5
723,"Carrots - Mini, Stem On",26.08
724,Crab Brie In Phyllo,87.51
725,"Pasta - Detalini, White, Fresh",60.04
726,Puree - Guava,54.46
727,Appetizer - Crab And Brie,54.28
728,Wine - Barossa Valley Estate,72.07
729,Godiva White Chocolate,70.55
730,Everfresh Products,74.49
731,Sage - Rubbed,51.79
732,Bagel - Whole White Sesame,50.06
733,"Veal - Round, Eye Of",27.16
734,Tea - Lemon Scented,71.85
735,"Wine - White, Gewurtzraminer",40.53
736,Chicken - Wieners,55.89
737,Wine - Pinot Noir Stoneleigh,66.97
738,"Nestea - Ice Tea, Diet",58.75
739,Longos - Chicken Curried,58.22
740,Sauce - Sesame Thai Dressing,18.31
741,Amaretto,87.09
742,Cornflakes,27.07
743,Scallops - 20/30,71.76
744,Pie Filling - Cherry,39.7
745,Cheese - Augre Des Champs,23.07
746,Coffee Cup 12oz 5342cd,23.35
747,Yams,72.39
